Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU);Departamento de la dirección del domicilio;Ciudad de la dirección del domicilio;Ingresos de actividades ordinarias;Costo de ventas;Ganancia bruta;Otros ingresos;Gastos de ventas;Gastos de administración;Otros gastos;Otras ganancias (pérdidas);Ganancia (pérdida) por actividades de operación;Diferencia entre el importe en libros de dividendos pagaderos e importe en libros de activos distribuidos distintos al efectivo;Ganancias (pérdidas) que surgen de la baja en cuentas de activos financieros medidos al costo amortizado;Ingresos financieros;Costos financieros;Deterioro de valor de ganancias y reversión de pérdidas por deterioro de valor (pérdidas por deterioro de valor) determinado de acuerdo con la NIIF 9;Ganancias (pérdidas) que surgen de diferencias entre el costo amortizado anterior y el valor razonable de activos financieros reclasificados de la categoría de medición costo amortizado a la categoría de medición de valor razonable con cambios en resultados;Ganancia (pérdida) acumulada anteriormente reconocida en otro resultado integral que surge de la reclasificación de activos financieros de la categoría de medición de valor razonable con cambios en otro resultado integral a la de valor razonable con cambios en resultados;Ganancias (pérdidas) de cobertura por cobertura de un grupo de partidas con posiciones de riesgo compensadoras;Ganancia (pérdida), antes de impuestos;Ingreso (gasto) por impuestos;Ganancia (pérdida) procedente de operaciones continuadas;Ganancia (pérdida) procedente de operaciones discontinuadas;Ganancia (pérdida)
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;139682634;85848551;53834083;1759854;25882272;7357047;111905;;22242713;;;140699802;134506218;;;;;28436297;8567049;19869248;;19869248
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;BOGOTA D.C.;BOGOTA D.C.;595713;;595713;;;1511515;;;-915802;;;1050408;5282;;;;;129324;;129324;;129324
M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica;BOGOTA D.C.;BOGOTA D.C.;9459049;7766588;1692461;943224;0;1739965;571185;;324535;0;0;2347298;3012663;0;0;0;0;-340830;1737477;-2078307;0;-2078307
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;3725355;2570966;1154389;61544;448057;577761;102323;;87792;;;;;;;;;87792;39006;48786;;48786
F4329 - Otras instalaciones especializadas;BOGOTA D.C.;BOGOTA D.C.;42369701;42683781;-314080;;3988407;10337438;;;-14639925;;;2174145;692051;;;;;-13157831;1917951;-15075782;;-15075782
C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;BOGOTA D.C.;BOGOTA D.C.;128380929;63780394;64600535;1385814;29188618;12771904;;;24025827;;;;1159773;;;;;22866054;6942721;15923333;;15923333
N7820 - Actividades de agencias de empleo temporal;BOGOTA D.C.;BOGOTA D.C.;30834372;26670750;4163622;36;;4042716;;;120942;;;;78688;;;;;42254;31982;10272;;10272
C1089 - Elaboración de otros productos alimenticios n.c.p.;BOGOTA D.C.;BOGOTA D.C.;947646624;569012193;378634431;31335664;110357990;228177853;12378351;;59055901;;;61182233;67998684;2460533;;;;49778917;11213372;38565545;;38565545
C3120 - Fabricación de colchones y somieres;CUNDINAMARCA;SOPO-CUNDINAMARCA;83523305;38972829;44550476;2193570;27773406;8859106;748301;;9363233;;;633806;7628386;;;;;2368653;439857;1928796;;1928796
L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;BOGOTA D.C.;BOGOTA D.C.;653853;350614;303239;22367;;58813;80512;;186281;;;;;;;;;186281;62084;124197;;124197
G4631 - Comercio al por mayor de productos alimenticios;BOGOTA D.C.;BOGOTA D.C.;81775887;54775488;27000399;441831;10594997;10657183;118350;;6071700;;;1741452;3851250;;;;;3961902;1445915;2515987;;2515987
C1811 - Actividades de impresión;BOGOTA D.C.;BOGOTA D.C.;14492;33932;-19440;95354;0;67151;0;0;8763;;;;812;;;;;7951;;7951;;7951
J5911 - Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión;BOGOTA D.C.;BOGOTA D.C.;37144792;4680160;32464632;;;28241364;7104714;1158193;-1723253;;;58002;4483350;;;;;-6148601;-240678;-5907923;;-5907923
C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;BOGOTA D.C.;BOGOTA D.C.;10695907;6654343;4041564;102477;;1575848;315506;;2252687;;;51995;711231;;;;;1593451;617941;975510;;975510
M7320 - Estudios de mercado y realización de encuestas de opinión pública;BOGOTA D.C.;BOGOTA D.C.;90216178;32490484;57725694;21177895;17649219;57160133;2928840;;1165397;;;8308635;13680839;;;;;-4206807;2422848;-6629655;;-6629655
C3250 - Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario);BOGOTA D.C.;BOGOTA D.C.;;;;5871313;;1267801;288536;;4314976;;;;113946;;;;;4201030;1355724;2845306;;2845306
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;17247627;6070318;11177309;223167;;8239241;454754;;2706481;;50940;130801;;;;;;2888222;925776;1962446;;1962446
C1040 - Elaboración de productos lácteos;CUNDINAMARCA;CHIA-CUNDINAMARCA;9603316;8602646;1000670;;778942;557661;1142722;;-1478655;;;1794;211738;;;;;-1688599;-466017;-1222582;;-1222582
C1030 - Elaboración de aceites y grasas de origen vegetal y animal;BOGOTA D.C.;BOGOTA D.C.;176695729;172568945;4126784;22332679;3395901;3180716;17062780;;2820066;;;;4372540;;;;;-1552474;;-1552474;;-1552474
"C1620 - Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles";CUNDINAMARCA;TENJO-CUNDINAMARCA;7822248;6824680;997568;101974;794212;949479;160159;;-804308;;;;166715;;;;;-971023;-231497;-739526;;-739526
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;ANTIOQUIA;MEDELLIN-ANTIOQUIA;413061;;413061;2365007;33175;505975;1382292;;856626;;;;;;;;;856626;329792;526834;;526834
G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;BOGOTA D.C.;BOGOTA D.C.;20641537;12346004;8295533;1198997;4925814;2175809;747113;;1645794;;;21179;724619;;;;;942354;279178;663176;;663176
A0125 - Cultivo de flor de corte;BOGOTA D.C.;BOGOTA D.C.;33590709;27413547;6177162;1335752;1493831;1461385;27693;;4530005;;;5431598;4528017;;;;;5433586;1126382;4307204;;4307204
A0125 - Cultivo de flor de corte;BOGOTA D.C.;BOGOTA D.C.;24360764;20896217;3464547;683586;;2360270;723513;;1064350;;;;1253709;;;;;-189359;67257;-256616;;-256616
A0125 - Cultivo de flor de corte;BOGOTA D.C.;BOGOTA D.C.;15545368;11185778;4359590;571636;;2392037;19759;;2519430;;;735910;2488457;;;;;766883;184126;582757;;582757
B0610 - Extracción de petróleo crudo;BOGOTA D.C.;BOGOTA D.C.;3011691;6736286;-3724595;3271323;571362;9461510;11124643;-105872;-21716659;;;1683830;5753264;;;;;-25786093;285799;-26071892;;-26071892
C1051 - Elaboración de productos de molinería;BOGOTA D.C.;BOGOTA D.C.;161232123;135473843;25758280;697517;8816235;3514089;560519;;13564954;;;4790996;1673318;;;;;16682632;5152544;11530088;;11530088
"G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos";BOGOTA D.C.;BOGOTA D.C.;51587522;31655296;19932226;210339;9903088;3202515;37315;;6999647;;;1515605;3964992;;;;;4550260;1513398;3036862;;3036862
N8010 - Actividades de seguridad privada;BOGOTA D.C.;BOGOTA D.C.;2958644;;2958644;27935;;2883161;9571;;93847;;;;;;;;;93847;30652;63195;;63195
L6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;BOGOTA D.C.;BOGOTA D.C.;6325609;;6325609;157591;;2190111;112445;;4180644;;;;162942;;;;;4017702;1269725;2747977;;2747977
N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;BOGOTA D.C.;BOGOTA D.C.;16699108;0;16699108;433670;0;377422;0;0;16755356;0;0;0;168478;0;0;0;0;16586878;241866;16345012;0;16345012
C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;ANTIOQUIA;ITAGUI-ANTIOQUIA;13136005;14316741;-1180736;;710295;2282250;;;-4173281;;;1162576;1780738;;;;;-4791443;13799;-4805242;;-4805242
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;52890131;35210613;17679518;535064;6236870;3026599;107008;;8844105;;;4068752;3617412;;;;;9295445;2804000;6491445;;6491445
G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados;BOGOTA D.C.;BOGOTA D.C.;288965029;208390392;80574637;1509634;58150950;14726088;;;9207233;0;8300;563783;4827973;;;;-23611;4927732;;4927732;-1562369;3365363
G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones;BOGOTA D.C.;BOGOTA D.C.;28212905;19950839;8262066;161427;3687287;1999232;1722254;;1014720;;;1655463;769641;;;;;1900542;684195;1216347;;1216347
G4690 - Comercio al por mayor no especializado;BOGOTA D.C.;BOGOTA D.C.;27384266;16731221;10653045;1552823;5874713;1162398;99698;;5069059;;;;4934662;;;;;134397;437551;-303154;;-303154
G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;BOGOTA D.C.;BOGOTA D.C.;82985334;59782832;23202502;837998;8859693;2098374;47743;;13034690;;;8650335;10797906;;;;;10887119;3746842;7140277;;7140277
G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco;BOGOTA D.C.;BOGOTA D.C.;42803186;24105195;18697991;;38616031;1308486;;17055933;-4170593;;;;10920374;;;;;-15090967;-2163833;-12927134;;-12927134
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;21758653;8067558;13691095;520193;10229530;1600390;;;2381368;;;;1157552;;;;;1223816;777321;446495;;446495
M7310 - Publicidad;BOGOTA D.C.;BOGOTA D.C.;32220413;26368252;5852161;1075450;;3604357;5862835;;-2539581;;;;;;;;;-2539581;-1670231;-869350;;-869350
G4632 - Comercio al por mayor de bebidas y tabaco;BOGOTA D.C.;BOGOTA D.C.;;;;534915;;320150;;;214765;;;343215;6435;;;;;551545;107363;444182;;444182
N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;BOGOTA D.C.;BOGOTA D.C.;120693053;;120693053;339970;;119227526;835300;;970197;;;;91936;302484;;;;575777;-32259;608036;;608036
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;72275290;41121814;31153476;225740;9989459;6438890;;-749246;14201621;;534583;398513;1159195;283784;;;;13691738;5109835;8581903;;8581903
B0610 - Extracción de petróleo crudo;BOGOTA D.C.;BOGOTA D.C.;1032745;854354;178391;3224226;;243497;13583;4984114;8129651;;;530219;50907;;-396592;;;8212371;2085661;6126710;;6126710
G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados;BOGOTA D.C.;BOGOTA D.C.;44098261;24939446;19158815;1875451;17168704;4163379;717498;;-1015315;;;;698630;;;;;-1713945;-2467;-1711478;;-1711478
G4690 - Comercio al por mayor no especializado;BOGOTA D.C.;BOGOTA D.C.;158366105;106387227;51978878;4350593;;48203425;;-6829324;1296722;;;;9126948;1801741;;;;-9631967;-588218;-9043749;;-9043749
K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;BOGOTA D.C.;BOGOTA D.C.;7782299;;7782299;74614;;3085594;269224;;4502095;;;;;;;;;4502095;1645326;2856769;;2856769
C2029 - Fabricación de otros productos químicos n.c.p.;BOGOTA D.C.;BOGOTA D.C.;88935239;64225941;24709298;1499223;11519622;3093596;1305220;;10290083;0;0;11245134;12912377;;;;;8622840;3083978;5538862;;5538862
G4511 - Comercio de vehículos automotores nuevos;BOGOTA D.C.;BOGOTA D.C.;21734445;18480262;3254183;566434;2861800;442003;34278;;482536;;;6787;297085;;;;;192238;106658;85580;;85580
N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.;BOGOTA D.C.;BOGOTA D.C.;2622352;91503;2530849;7600;;69022;406782;;2062645;;;478;;;;;;2063123;806187;1256936;;1256936
K6493 - Actividades de compra de cartera o factoring;BOGOTA D.C.;BOGOTA D.C.;9041954;6571286;2470668;785540;0;6803122;111235;0;-3658149;0;0;2656;2111435;0;0;0;0;-5766928;-2009218;-3757710;0;-3757710
G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;CUNDINAMARCA;TENJO-CUNDINAMARCA;408568492;340444875;68123617;3794765;30801887;12604496;7771320;180169;20920848;;;;5576359;1818117;;;;13526372;3779586;9746786;;9746786
G4631 - Comercio al por mayor de productos alimenticios;CUNDINAMARCA;MOSQUERA-CUNDINAMARCA;43133565;31407112;11726453;140287;3392016;3071457;19144;;5384123;;;5962496;7233285;;;;;4113334;1240360;2872974;;2872974
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;44144572;25392875;18751697;218729;7728408;3004998;232829;;8004191;;;161649;390573;;;;;7775267;2713895;5061372;;5061372
C1020 - Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos;CUNDINAMARCA;FUNZA-CUNDINAMARCA;45282359;28703402;16578957;392122;10420839;1674467;379905;;4495868;;;243412;1363423;;;;;3375857;552535;2823322;;2823322
"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador";CUNDINAMARCA;FACATATIVA-CUNDINAMARCA;437826666;187659859;250166807;26416231;124899502;159056835;16994925;148448;-24219776;0;0;0;24463837;0;0;0;0;-48683613;-13087914;-35595699;0;-35595699
C2029 - Fabricación de otros productos químicos n.c.p.;BOGOTA D.C.;BOGOTA D.C.;26451788;13277583;13174205;;4681494;4683076;;;3809635;;;1381367;1517239;;;;;3673763;1142445;2531318;;2531318
L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;BOGOTA D.C.;BOGOTA D.C.;1206846;174826;1032020;544227;;871457;;;704790;;;;43753;;;-156293;;504744;137193;367551;;367551
C3320 - Instalación especializada de maquinaria y equipo industrial;CUNDINAMARCA;COTA-CUNDINAMARCA;3454919;2994866;460053;10669;333120;658391;2653;;-523442;;;4709;88033;;;;;-606766;117592;-724358;;-724358
G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos;BOGOTA D.C.;BOGOTA D.C.;699119752;542295582;156824170;2848196;1608811;38788891;13966311;609374;105917727;;;38595462;58070424;;;;;86442765;31049892;55392873;;55392873
G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;BOGOTA D.C.;BOGOTA D.C.;51725530;30251483;21474047;3664913;13624349;4713160;216524;0;6584927;0;0;1315223;2034997;0;0;0;0;5865153;2033294;3831859;0;3831859
B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;CUNDINAMARCA;COTA-CUNDINAMARCA;32919523;24852285;8067238;304324;700800;3989363;92754;;3588645;;;2777561;3283532;;;;;3082674;1165909;1916765;;1916765
B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;BOGOTA D.C.;BOGOTA D.C.;70983472;99890262;-28906790;5810893;;8904491;600298;;-32600686;;;;5186318;;;;;-37787004;53464;-37840468;;-37840468
C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;BOGOTA D.C.;BOGOTA D.C.;40602607;34739997;5862610;417767;3788901;2308337;176777;150377;156739;;;194760;748851;;;;;-397352;31913;-429265;;-429265
C1410 - Confección de prendas de vestir, excepto prendas de piel;BOGOTA D.C.;BOGOTA D.C.;480908018;340604952;140303066;10192205;129575052;35438814;2334724;-542995;-17396314;;387543;210975407;200128473;;;;;-6161837;2518059;-8679896;;-8679896
C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas;BOGOTA D.C.;BOGOTA D.C.;120926951;96851403;24075548;4127339;11965276;6701367;;0;9536244;;;561849;1318784;669897;;;;8109412;3595623;4513789;;4513789
B0610 - Extracción de petróleo crudo;BOGOTA D.C.;BOGOTA D.C.;113770278;113524744;245534;68424650;;7312413;9442473;;51915298;;;1178824;349692;;;;;52744430;11213424;41531006;;41531006
G4669 - Comercio al por mayor de otros productos n.c.p.;BOGOTA D.C.;BOGOTA D.C.;1112848;865761;247087;614242;215227;290834;24585;;330683;;;3053;13438;;;;;320298;850594;-530296;;-530296
A0125 - Cultivo de flor de corte;CUNDINAMARCA;EL-ROSAL-CUNDINAMARCA;12445582;6479462;5966120;35272;2824382;1867022;690065;;619923;;;257081;91559;;;;;785445;480983;304462;;304462
F4111 - Construcción de edificios residenciales;BOGOTA D.C.;BOGOTA D.C.;42186570;48266045;-6079475;471194;;1044778;147978;;-6801037;;;250255;245093;;;;;-6795875;13748;-6809623;;-6809623
G4530 - Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;BOGOTA D.C.;BOGOTA D.C.;11012142;7943630;3068512;12401;1852121;306848;54494;;867450;;;31634;29323;;;;;869761;278346;591415;;591415
G4669 - Comercio al por mayor de otros productos n.c.p.;BOGOTA D.C.;BOGOTA D.C.;29443814;25292332;4151482;10879;2856886;1514285;101456;0;-310266;;;;488808;;;;;-799074;-165525;-633549;;-633549
A0125 - Cultivo de flor de corte;BOGOTA D.C.;BOGOTA D.C.;33043631;29040922;4002709;58293;651877;1518198;8695;2519335;4401567;;;13139;195240;;;;-1863302;2356164;674059;1682105;;1682105
C1311 - Preparación e hilatura de fibras textiles;BOGOTA D.C.;BOGOTA D.C.;46425215;41230410;5194805;;788966;6556508;766194;;-2916863;;;19230713;18571591;;;;;-2257741;369159;-2626900;;-2626900
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;31503744;21562097;9941647;1070768;4204172;2992696;1458475;;2357072;;-60373;43685;656055;;;;;1684329;797829;886500;;886500
A0145 - Cría de aves de corral;CUNDINAMARCA;VILLETA-CUNDINAMARCA;70321844;68445643;1876201;245755;;5321704;763487;;-3963235;;;102326;62730;;;115401;0;-3808238;-114098;-3694140;0;-3694140
G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;BOGOTA D.C.;BOGOTA D.C.;70174785;41411395;28763390;3863380;20612674;3756139;3764879;;4493078;;;;;;;;;4493078;1461389;3031689;;3031689
G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;BOGOTA D.C.;BOGOTA D.C.;325977779;263115818;62861961;1925074;31433345;17625229;1157943;;14570518;;;4658195;11395607;;;;;7833106;3931738;3901368;;3901368
C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;BOGOTA D.C.;BOGOTA D.C.;91835353;47811750;44023603;716698;18018460;6278892;3178532;;17264417;;;9743111;12664494;;;;;14343034;4575428;9767606;;9767606
J6190 - Otras actividades de telecomunicaciones;SAN ANDRES Y PROVIDENCIA;SAN-ANDRES-SAN ANDRES Y PROVIDENCIA;207470385;166172189;41298196;;2881579;12550233;;;25866384;;;10068097;13603064;;;;;22331417;9099944;13231473;;13231473
C2229 - Fabricación de artículos de plástico n.c.p.;BOGOTA D.C.;BOGOTA D.C.;11393697;8942112;2451585;70451;683594;623793;17427;;1197222;;;27404;288421;;;;;936205;291543;644662;;644662
C1410 - Confección de prendas de vestir, excepto prendas de piel;BOGOTA D.C.;BOGOTA D.C.;30483492;17313011;13170481;1114311;6128323;2595964;396196;;5164309;;;;1865369;;;;;3298940;1137080;2161860;0;2161860
G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.;BOGOTA D.C.;BOGOTA D.C.;45182288;34230127;10952161;;5573934;3784776;;-752195;841256;;;;1690041;;;;;-848785;1225090;-2073875;;-2073875
A0141 - Cría de ganado bovino y bufalino;BOGOTA D.C.;BOGOTA D.C.;266346;98473;167873;157951;;926389;259;;-600824;;;753118;2361707;;;;;-2209413;-308;-2209105;;-2209105
C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores;BOGOTA D.C.;BOGOTA D.C.;59557475;47850217;11707258;4098870;1674007;6944542;3348204;;3839375;;;3519;6593385;;;;;-2750491;-343795;-2406696;;-2406696
A0125 - Cultivo de flor de corte;BOGOTA D.C.;BOGOTA D.C.;28735877;23117266;5618611;707950;695570;1925639;6961;;3698391;;;1484386;1910383;;;;;3272394;1094385;2178009;;2178009
C1410 - Confección de prendas de vestir, excepto prendas de piel;BOGOTA D.C.;BOGOTA D.C.;6954615;7865050;-910435;446394;85182;1369007;;-114896;-2033126;;;169298;301169;0;0;0;0;-2164997;-32965;-2132032;0;-2132032
A0150 - Explotación mixta (agrícola y pecuaria);BOGOTA D.C.;BOGOTA D.C.;35726097;34672984;1053113;2696407;;1950451;349755;;1449314;;;58433;410328;;;;;1097419;117700;979719;;979719
G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;BOGOTA D.C.;BOGOTA D.C.;122330548;88133217;34197331;;21914379;10001585;;1996856;4278223;;;30172;122006;;;;;4186389;1998234;2188155;0;2188155
C1392 - Confección de artículos con materiales textiles, excepto prendas de vestir;ATLANTICO;BARRANQUILLA-ATLANTICO;139345299;118757332;20587967;2115497;4030010;8588956;3674522;-3741663;2668313;;;51739855;51673415;;;;;2734753;1084724;1650029;;1650029
K6613 - Otras actividades relacionadas con el mercado de valores;ATLANTICO;BARRANQUILLA-ATLANTICO;1043640;;1043640;637313;;1001957;13223;;665773;;;;5530;;;;;660243;82623;577620;;577620
"C1511 - Curtido y recurtido de cueros; recurtido y teñido de pieles";ATLANTICO;BARRANQUILLA-ATLANTICO;18684130;12417417;6266713;1869518;7153803;2314814;775580;524847;-1583119;;;;153674;;;;;-1736793;-232773;-1504020;;-1504020
